G_NUMBER	country	lineage	sublineage	isolation_date	new_id
G701846	TheGambia	L4	L4.4.1.1	15-07-2013	G701846/15-07-2013/1
G701847	TheGambia	L4	L4.7	03-01-2013	G701847/03-01-2013/1
G701849	TheGambia	L4	L4.7	07-03-2013	G701849/07-03-2013/1
G701850	TheGambia	L4	L4.1.2.1	21-03-2013	G701850/21-03-2013/1
G701851	TheGambia	L4	L4.3.4.2	28-03-2013	G701851/28-03-2013/1
G701853	TheGambia	L4	L4.1.1.3	28-03-2013	G701853/28-03-2013/1
G701855	TheGambia	L4	L4.1.2.1	10-04-2013	G701855/10-04-2013/1
G701857	TheGambia	L4	L4.6.2.2	23-05-2013	G701857/23-05-2013/1
G701858	TheGambia	L4	L4.1.2.1	03-06-2013	G701858/03-06-2013/1
G701862	TheGambia	L4	L4.1.2.1	20-03-2013	G701862/20-03-2013/1
G701863	TheGambia	L4	L4.1.2.1	17-04-2013	G701863/17-04-2013/1
G701864	TheGambia	L4	L4.6.2.2	10-06-2013	G701864/10-06-2013/1
G701865	TheGambia	L4	L4.3.4.1	29-11-2013	G701865/29-11-2013/1
G701866	TheGambia	L4	L4.6.2.2	27-01-2014	G701866/27-01-2014/1
G701868	TheGambia	L4	L4.6.2.2	11-02-2014	G701868/11-02-2014/1
G701869	TheGambia	L4	L4.4.1.1	13-02-2014	G701869/13-02-2014/1
G701872	TheGambia	L4	L4.8	26-02-2014	G701872/26-02-2014/1
G701873	TheGambia	L4	L4.1.2.1	26-02-2014	G701873/26-02-2014/1
G701874	TheGambia	L4	L4.8	05-03-2014	G701874/05-03-2014/1
G701875	TheGambia	L4	L4.1	06-03-2014	G701875/06-03-2014/1
G701876	TheGambia	L4	L4.1.2.1	25-03-2014	G701876/25-03-2014/1
G701877	TheGambia	L4	L4.1.2.1	05-05-2014	G701877/05-05-2014/1
G701878	TheGambia	L4	L4.8	30-04-2014	G701878/30-04-2014/1
G701879	TheGambia	L4	L4.6.2.2	05-05-2014	G701879/05-05-2014/1
G701880	TheGambia	L4	L4.8	07-05-2014	G701880/07-05-2014/1
G701881	TheGambia	L4	L4.1.2.1	06-05-2014	G701881/06-05-2014/1
G701882	TheGambia	L4	L4.1.2.1	14-05-2014	G701882/14-05-2014/1
G701883	TheGambia	L4	L4.6.2.2	16-07-2014	G701883/16-07-2014/1
G701884	TheGambia	L4	L4.1.2.1	22-05-2014	G701884/22-05-2014/1
G701885	TheGambia	L4	L4.3.2	18-06-2014	G701885/18-06-2014/1
G701887	TheGambia	L4	L4.4.1.1	24-06-2014	G701887/24-06-2014/1
G701888	TheGambia	L4	L4.1.2.1	26-06-2014	G701888/26-06-2014/1
G701889	TheGambia	L4	L4.6.2.2	09-07-2014	G701889/09-07-2014/1
G701890	TheGambia	L4	L4.4.1.1	03-07-2014	G701890/03-07-2014/1
G701891	TheGambia	L4	L4.8	16-07-2014	G701891/16-07-2014/1
G701895	TheGambia	L4	L4.3.2	23-07-2014	G701895/23-07-2014/1
G701896	TheGambia	L4	L4.1.2.1	04-08-2014	G701896/04-08-2014/1
G701897	TheGambia	L4	L4.3.4.2	10-11-2014	G701897/10-11-2014/1
G701898	TheGambia	L4	L4.3.4.2	18-08-2014	G701898/18-08-2014/1
G701899	TheGambia	L4	L4.8	16-09-2014	G701899/16-09-2014/1
G701902	TheGambia	L4	L4.3.4.2	09-10-2014	G701902/09-10-2014/1
G701904	TheGambia	L4	L4.1.2.1	22-10-2014	G701904/22-10-2014/1
G701905	TheGambia	L4	L4.1.2.1	17-11-2014	G701905/17-11-2014/1
G701908	TheGambia	L4	L4.1.2.1	03-02-2014	G701908/03-02-2014/1
G701909	TheGambia	L4	L4.1	24-02-2014	G701909/24-02-2014/1
G701910	TheGambia	L4	L4.1.2.1	10-03-2014	G701910/10-03-2014/1
G701911	TheGambia	L4	L4.3.4.2	17-03-2014	G701911/17-03-2014/1
G701914	TheGambia	L4	L4.3.4.2	09-04-2014	G701914/09-04-2014/1
G701915	TheGambia	L4	L4.3.2	10-04-2014	G701915/10-04-2014/1
G701917	TheGambia	L4	L4.1.2.1	09-07-2014	G701917/09-07-2014/1
G701918	TheGambia	L4	L4.6.2.2	11-07-2014	G701918/11-07-2014/1
G701919	TheGambia	L4	L4.6.2.2	14-07-2014	G701919/14-07-2014/1
G701920	TheGambia	L4	L4.3.4.1	14-07-2014	G701920/14-07-2014/1
G701921	TheGambia	L4	L4.3.4.2	16-07-2014	G701921/16-07-2014/1
G701922	TheGambia	L4	L4.1.2.1	24-07-2014	G701922/24-07-2014/1
G701923	TheGambia	L4	L4.6.2.2	05-08-2014	G701923/05-08-2014/1
G701924	TheGambia	L4	L4.1.2.1	13-08-2014	G701924/13-08-2014/1
G701925	TheGambia	L4	L4.1.2.1	18-08-2014	G701925/18-08-2014/1
G701930	TheGambia	L4	L4.3.4.1	05-09-2014	G701930/05-09-2014/1
G701931	TheGambia	L4	L4.1.2.1	09-09-2014	G701931/09-09-2014/1
G701933	TheGambia	L4	L4.3.2	30-09-2014	G701933/30-09-2014/1
G701934	TheGambia	L4	L4.1	02-10-2014	G701934/02-10-2014/1
G701935	TheGambia	L4	L4.3.4.2	07-10-2014	G701935/07-10-2014/1
G701936	TheGambia	L4	L4.3.4.2	09-10-2014	G701936/09-10-2014/1
G701937	TheGambia	L4	L4.1.2.1	09-10-2014	G701937/09-10-2014/1
G701938	TheGambia	L4	L4.1.2.1	09-10-2014	G701938/09-10-2014/1
G701939	TheGambia	mixed	L4.3.4.1;L6.1.1	14-10-2014	G701939/14-10-2014/1
G701940	TheGambia	L4	L4.1	17-10-2014	G701940/17-10-2014/1
G701941	TheGambia	L4	L4.1.2.1	17-10-2014	G701941/17-10-2014/1
G701943	TheGambia	L4	L4.1.2.1	11-11-2014	G701943/11-11-2014/1
G701944	TheGambia	L4	L4.3.4.2	24-11-2014	G701944/24-11-2014/1
G701946	TheGambia	L4	L4.3.2	03-12-2014	G701946/03-12-2014/1
G701947	TheGambia	L4	L4.8	11-02-2014	G701947/11-02-2014/1
G701948	TheGambia	L4	L4.3.4.1	25-02-2014	G701948/25-02-2014/1
G701952	TheGambia	L4	L4.1	28-04-2014	G701952/28-04-2014/1
G701953	TheGambia	L4	L4.7	14-05-2014	G701953/14-05-2014/1
G701955	TheGambia	L4	L4.1.2.1	04-06-2014	G701955/04-06-2014/1
G701956	TheGambia	L4	L4.7	30-07-2014	G701956/30-07-2014/1
G701958	TheGambia	L4	L4.1.2.1	26-08-2014	G701958/26-08-2014/1
G701959	TheGambia	L4	L4.1.2.1	17-11-2014	G701959/17-11-2014/1
G701960	TheGambia	L4	L4.1	13-01-2014	G701960/13-01-2014/1
G701961	TheGambia	L4	L4.7	30-01-2014	G701961/30-01-2014/1
G701962	TheGambia	L4	L4.3.4.2	24-02-2014	G701962/24-02-2014/1
G701963	TheGambia	L4	L4.3.3	04-03-2014	G701963/04-03-2014/1
G701964	TheGambia	L4	L4.1.2.1	12-03-2014	G701964/12-03-2014/1
G701965	TheGambia	L4	L4.3.4.2	13-03-2014	G701965/13-03-2014/1
G701966	TheGambia	L4	L4.1.2.1	19-03-2014	G701966/19-03-2014/1
G701967	TheGambia	L4	L4.8	21-03-2014	G701967/21-03-2014/1
G701968	TheGambia	L4	L4.1.2.1	26-03-2014	G701968/26-03-2014/1
G701969	TheGambia	L4	L4.1	09-04-2014	G701969/09-04-2014/1
G701970	TheGambia	L4	L4.3.4.1	14-04-2014	G701970/14-04-2014/1
G701971	TheGambia	L4	L4.1.2.1	17-04-2014	G701971/17-04-2014/1
G701972	TheGambia	L4	L4.7	30-04-2014	G701972/30-04-2014/1
G701973	TheGambia	L4	L4.3.2	02-05-2014	G701973/02-05-2014/1
G701974	TheGambia	L4	L4.1	08-05-2014	G701974/08-05-2014/1
G701975	TheGambia	L4	L4.3.4.2	27-05-2014	G701975/27-05-2014/1
G701976	TheGambia	L4	L4.3.3	30-05-2014	G701976/30-05-2014/1
G701977	TheGambia	L4	L4.8	09-07-2014	G701977/09-07-2014/1
G701981	TheGambia	L4	L4.3.4.2	23-07-2014	G701981/23-07-2014/1
G701982	TheGambia	L4	L4.1.2.1	23-07-2014	G701982/23-07-2014/1
G701983	TheGambia	L4	L4.1.2.1	23-07-2014	G701983/23-07-2014/1
G701984	TheGambia	L4	L4.3.2	04-08-2014	G701984/04-08-2014/1
G701985	TheGambia	L4	L4.1.2.1	04-08-2014	G701985/04-08-2014/1
G701987	TheGambia	L4	L4.3.4.2	08-08-2014	G701987/08-08-2014/1
G701988	TheGambia	L4	L4.6.2.2	14-08-2014	G701988/14-08-2014/1
G701990	TheGambia	L4	L4.1.2.1	15-10-2014	G701990/15-10-2014/1
G701991	TheGambia	L4	L4.1.2.1	16-10-2014	G701991/16-10-2014/1
G701992	TheGambia	L4	L4.1.2.1	17-10-2014	G701992/17-10-2014/1
G701993	TheGambia	L4	L4.7	23-10-2014	G701993/23-10-2014/1
G701994	TheGambia	L4	L4.1.1.1	29-10-2014	G701994/29-10-2014/1
G701995	TheGambia	L4	L4.3.4.2	10-11-2014	G701995/10-11-2014/1
G701997	TheGambia	L4	L4.1.2.1	27-11-2014	G701997/27-11-2014/1
G701998	TheGambia	L4	L4.1.2.1	17-01-2014	G701998/17-01-2014/1
G701999	TheGambia	L4	L4.1.2.1	17-01-2014	G701999/17-01-2014/1
G702000	TheGambia	L4	L4.3.4.1	09-06-2014	G702000/09-06-2014/1
G702001	TheGambia	L4	L4.1.2.1	17-06-2014	G702001/17-06-2014/1
G702002	TheGambia	L4	L4.6.2.2	10-09-2014	G702002/10-09-2014/1
G702003	TheGambia	L4	L4.1	22-04-2014	G702003/22-04-2014/1
G702004	TheGambia	L4	L4.1.2.1	13-05-2014	G702004/13-05-2014/1
G702005	TheGambia	L4	L4.1.2.1	16-05-2014	G702005/16-05-2014/1
G702006	TheGambia	L4	L4.1.2.1	29-05-2014	G702006/29-05-2014/1
G702007	TheGambia	L4	L4.6.2.2	17-06-2014	G702007/17-06-2014/1
G702008	TheGambia	L4	L4.7	17-06-2014	G702008/17-06-2014/1
G702009	TheGambia	L4	L4.3.4.2	18-08-2014	G702009/18-08-2014/1
G702010	TheGambia	L4	L4.1.2.1	08-10-2014	G702010/08-10-2014/1
G702011	TheGambia	L4	L4.1.2.1	08-10-2014	G702011/08-10-2014/1
G702012	TheGambia	L4	L4.3.4.2	22-01-2014	G702012/22-01-2014/1
G702013	TheGambia	L4	L4.1.2.1	13-03-2014	G702013/13-03-2014/1
G702014	TheGambia	L4	L4.8	24-03-2014	G702014/24-03-2014/1
G702016	TheGambia	L4	L4.3.1	19-05-2014	G702016/19-05-2014/1
G702018	TheGambia	L4	L4.1.2.1	08-07-2014	G702018/08-07-2014/1
G702019	TheGambia	L4	L4.4.1.2	17-07-2014	G702019/17-07-2014/1
G702020	TheGambia	L4	L4.1.2.1	23-07-2014	G702020/23-07-2014/1
G702021	TheGambia	L4	L4.1.2	05-08-2014	G702021/05-08-2014/1
G702023	TheGambia	L4	L4.1.2.1	17-09-2014	G702023/17-09-2014/1
G702024	TheGambia	L4	L4.8	07-01-2014	G702024/07-01-2014/1
G702025	TheGambia	L4	L4.1.2.1	13-01-2014	G702025/13-01-2014/1
G702026	TheGambia	L4	L4.6.2.2	11-02-2014	G702026/11-02-2014/1
G702027	TheGambia	L4	L4.8	14-02-2014	G702027/14-02-2014/1
G702028	TheGambia	L4	L4.1.2.1	05-03-2014	G702028/05-03-2014/1
G702029	TheGambia	L4	L4.1.2	20-03-2014	G702029/20-03-2014/1
G702030	TheGambia	L4	L4.1	20-03-2014	G702030/20-03-2014/1
G702032	TheGambia	L4	L4.3.3	02-04-2014	G702032/02-04-2014/1
G702033	TheGambia	L4	L4.1.2.1	02-04-2014	G702033/02-04-2014/1
G702034	TheGambia	L4	L4.8	07-04-2014	G702034/07-04-2014/1
G702035	TheGambia	L4	L4.3.4.2	07-04-2014	G702035/07-04-2014/1
G702036	TheGambia	mixed	L4.3.4.2;L6.1.3	08-04-2014	G702036/08-04-2014/1
G702037	TheGambia	L4	L4.1.2.1	17-04-2014	G702037/17-04-2014/1
G702038	TheGambia	L4	L4.3.4.2	23-04-2014	G702038/23-04-2014/1
G702039	TheGambia	L4	L4.7	28-04-2014	G702039/28-04-2014/1
G702040	TheGambia	L4	L4.1.2.1	07-05-2014	G702040/07-05-2014/1
G702041	TheGambia	L4	L4.6.2.2	08-05-2014	G702041/08-05-2014/1
G702042	TheGambia	L4	L4.3.4.1	12-05-2014	G702042/12-05-2014/1
G702043	TheGambia	L4	L4.1.2.1	15-05-2014	G702043/15-05-2014/1
G702046	TheGambia	L4	L4.6.2.2	30-05-2014	G702046/30-05-2014/1
G702047	TheGambia	L4	L4.1.2.1	02-06-2014	G702047/02-06-2014/1
G702048	TheGambia	L4	L4.1.2.1	04-06-2014	G702048/04-06-2014/1
G702049	TheGambia	L4	L4.8	09-06-2014	G702049/09-06-2014/1
G702050	TheGambia	L4	L4.1.2.1	16-06-2014	G702050/16-06-2014/1
G702051	TheGambia	L4	L4.3.4.2	16-06-2014	G702051/16-06-2014/1
G702052	TheGambia	L4	L4.1.2.1	16-06-2014	G702052/16-06-2014/1
G702053	TheGambia	L4	L4.6.2.2	25-06-2014	G702053/25-06-2014/1
G702056	TheGambia	L4	L4.3.4.2	07-07-2014	G702056/07-07-2014/1
G702057	TheGambia	L4	L4.7	09-07-2014	G702057/09-07-2014/1
G702058	TheGambia	L4	L4.1.2.1	17-07-2014	G702058/17-07-2014/1
G702059	TheGambia	L4	L4.8	21-07-2014	G702059/21-07-2014/1
G702060	TheGambia	L4	L4.1.2.1	21-07-2014	G702060/21-07-2014/1
G702061	TheGambia	L4	L4.1	21-07-2014	G702061/21-07-2014/1
G702062	TheGambia	L4	L4.1.2.1	21-07-2014	G702062/21-07-2014/1
G702063	TheGambia	L4	L4.6.2.2	11-08-2014	G702063/11-08-2014/1
G702064	TheGambia	L4	L4.1.2.1	13-08-2014	G702064/13-08-2014/1
G702065	TheGambia	L4	L4.1	27-08-2014	G702065/27-08-2014/1
G702066	TheGambia	L4	L4	10-09-2014	G702066/10-09-2014/1
G702067	TheGambia	L4	L4.3.4.1	09-09-2014	G702067/09-09-2014/1
G702068	TheGambia	L4	L4.3.2	16-09-2014	G702068/16-09-2014/1
G702069	TheGambia	L4	L4.3.4.1	29-09-2014	G702069/29-09-2014/1
G702070	TheGambia	L4	L4.6.2.2	30-09-2014	G702070/30-09-2014/1
G702071	TheGambia	mixed	L4.3.4.1;L6.1.2	07-10-2014	G702071/07-10-2014/1
G702072	TheGambia	L4	L4.8	07-10-2014	G702072/07-10-2014/1
G702073	TheGambia	L4	L4.1.2.1	09-10-2014	G702073/09-10-2014/1
G702074	TheGambia	L4	L4.6.2.2	14-10-2014	G702074/14-10-2014/1
G702075	TheGambia	mixed	L6.3.1;L4.8	16-10-2014	G702075/16-10-2014/1
G702076	TheGambia	L4	L4.3.2	27-10-2014	G702076/27-10-2014/1
G702077	TheGambia	L4	L4.1	30-10-2014	G702077/30-10-2014/1
G702078	TheGambia	L4	L4.1	10-11-2014	G702078/10-11-2014/1
G702079	TheGambia	L4	L4.1.2.1	14-11-2014	G702079/14-11-2014/1
G702080	TheGambia	L4	L4.1.2.1	20-11-2014	G702080/20-11-2014/1
G702081	TheGambia	L4	L4.3.4.2	24-11-2014	G702081/24-11-2014/1
G702082	TheGambia	L4	L4.3.4.2	01-12-2014	G702082/01-12-2014/1
G702083	TheGambia	L4	L4.1	10-01-2014	G702083/10-01-2014/1
G702084	TheGambia	L4	L4.8	21-01-2014	G702084/21-01-2014/1
G702085	TheGambia	L4	L4.7	27-01-2014	G702085/27-01-2014/1
G702086	TheGambia	L4	L4.3.4.2	10-02-2014	G702086/10-02-2014/1
G702088	TheGambia	L4	L4.3.4.1	14-02-2014	G702088/14-02-2014/1
G702089	TheGambia	L4	L4.3.4.2	21-02-2014	G702089/21-02-2014/1
G702090	TheGambia	L4	L4.1.2.1	28-02-2014	G702090/28-02-2014/1
G702092	TheGambia	L4	L4.3.3	11-03-2014	G702092/11-03-2014/1
G702093	TheGambia	L4	L4.8	13-03-2014	G702093/13-03-2014/1
G702095	TheGambia	L4	L4.3.4.2	24-03-2014	G702095/24-03-2014/1
G702096	TheGambia	L4	L4.1.2.1	31-03-2014	G702096/31-03-2014/1
G702097	TheGambia	L4	L4.7	09-04-2014	G702097/09-04-2014/1
G702098	TheGambia	L4	L4.8	10-04-2014	G702098/10-04-2014/1
G702100	TheGambia	L4	L4.1	22-04-2014	G702100/22-04-2014/1
G702101	TheGambia	L4	L4.3.4.2	28-04-2014	G702101/28-04-2014/1
G702103	TheGambia	L4	L4.1.2.1	05-05-2014	G702103/05-05-2014/1
G702104	TheGambia	L4	L4.1.2.1	15-05-2014	G702104/15-05-2014/1
G702105	TheGambia	L4	L4.7	15-05-2014	G702105/15-05-2014/1
G702106	TheGambia	L4	L4.1	26-05-2014	G702106/26-05-2014/1
G702107	TheGambia	L4	L4.6.2.2	19-05-2014	G702107/19-05-2014/1
G702109	TheGambia	L4	L4.1.2.1	13-06-2014	G702109/13-06-2014/1
G702111	TheGambia	L4	L4.1.2.1	26-06-2014	G702111/26-06-2014/1
G702112	TheGambia	L4	L4.3.4.1	08-07-2014	G702112/08-07-2014/1
G702113	TheGambia	L4	L4.1.2.1	21-07-2014	G702113/21-07-2014/1
G702116	TheGambia	L4	L4.8	07-08-2014	G702116/07-08-2014/1
G702117	TheGambia	L4	L4.1.2.1	23-10-2014	G702117/23-10-2014/1
G702118	TheGambia	L4	L4.3.3	28-08-2014	G702118/28-08-2014/1
G702119	TheGambia	L4	L4.3.3	27-08-2014	G702119/27-08-2014/1
G702121	TheGambia	L4	L4.7	22-09-2014	G702121/22-09-2014/1
G702122	TheGambia	L4	L4.1.2.1	26-09-2014	G702122/26-09-2014/1
G702123	TheGambia	L4	L4.1.2	07-10-2014	G702123/07-10-2014/1
G702124	TheGambia	L4	L4.6.2.2	21-10-2014	G702124/21-10-2014/1
G702125	TheGambia	L4	L4.4.1.1	23-10-2014	G702125/23-10-2014/1
G702126	TheGambia	L4	L4.1.1.3	23-10-2014	G702126/23-10-2014/1
G702127	TheGambia	L4	L4.8	29-10-2014	G702127/29-10-2014/1
G702128	TheGambia	L4	L4.7	31-10-2014	G702128/31-10-2014/1
G702129	TheGambia	L4	L4.6.2.2	04-11-2014	G702129/04-11-2014/1
G702130	TheGambia	L4	L4.1.2.1	24-11-2014	G702130/24-11-2014/1
G702131	TheGambia	L4	L4.3.4.2	08-07-2014	G702131/08-07-2014/1
G702132	TheGambia	L4	L4.6.2.2	23-01-2014	G702132/23-01-2014/1
G702133	TheGambia	L4	L4.6.2.2	10-02-2014	G702133/10-02-2014/1
G702134	TheGambia	L4	L4.3.4.2	14-02-2014	G702134/14-02-2014/1
G702136	TheGambia	L4	L4.1.2.1	04-03-2014	G702136/04-03-2014/1
G702137	TheGambia	L4	L4.1.2.1	18-03-2014	G702137/18-03-2014/1
G702138	TheGambia	L4	L4.3.4.1	25-03-2014	G702138/25-03-2014/1
G702140	TheGambia	L4	L4.4.1.1	10-04-2014	G702140/10-04-2014/1
G702142	TheGambia	L4	L4.3.4.2	04-06-2014	G702142/04-06-2014/1
G702143	TheGambia	L4	L4.1.2.1	19-06-2014	G702143/19-06-2014/1
G702144	TheGambia	L4	L4.1.2.1	02-07-2014	G702144/02-07-2014/1
G702146	TheGambia	L4	L4.6.2.2	04-08-2014	G702146/04-08-2014/1
G702147	TheGambia	L4	L4.1	06-08-2014	G702147/06-08-2014/1
G702148	TheGambia	L4	L4.8	01-09-2014	G702148/01-09-2014/1
G702149	TheGambia	L4	L4.3.4.1	01-10-2014	G702149/01-10-2014/1
G702150	TheGambia	L4	L4.8	15-10-2014	G702150/15-10-2014/1
G702151	TheGambia	L4	L4.1.2.1	17-10-2014	G702151/17-10-2014/1
G702152	TheGambia	L4	L4.6.2.2	10-11-2014	G702152/10-11-2014/1
G702153	TheGambia	L4	L4.1.2.1	12-11-2014	G702153/12-11-2014/1
G702154	TheGambia	L4	L4.1.2.1	13-11-2014	G702154/13-11-2014/1
G702155	TheGambia	L4	L4.3.4.1	03-12-2014	G702155/03-12-2014/1
G702156	TheGambia	L4	L4.3.4.2	27-01-2014	G702156/27-01-2014/1
G702157	TheGambia	L4	L4.3.4.2	04-06-2014	G702157/04-06-2014/1
G702162	TheGambia	L4	L4.3.4.2	26-11-2014	G702162/26-11-2014/1
G702163	TheGambia	L4	L4.3.4.2	03-12-2014	G702163/03-12-2014/1
G702164	TheGambia	L4	L4.3.4.2	08-08-2014	G702164/08-08-2014/1
G702165	TheGambia	L4	L4.3.4.2	10-09-2013	G702165/10-09-2013/1
G702166	TheGambia	L4	L4.1	09-10-2013	G702166/09-10-2013/1
G702167	TheGambia	L4	L4.3.4.2	22-04-2014	G702167/22-04-2014/1
G702168	TheGambia	L4	L4.1.2.1	21-05-2013	G702168/21-05-2013/1
G702169	TheGambia	L4	L4.1.2.1	11-09-2014	G702169/11-09-2014/1
G702170	TheGambia	L4	L4.1.1.1	29-09-2012	G702170/29-09-2012/1
G702171	TheGambia	L4	L4.1.1.1	12-10-2012	G702171/12-10-2012/1
G702172	TheGambia	L4	L4.1.2.1	21-10-2012	G702172/21-10-2012/1
G702173	TheGambia	L4	L4.3.4.2	21-10-2012	G702173/21-10-2012/1
G702174	TheGambia	L4	L4.6.2.2	04-10-2012	G702174/04-10-2012/1
G702175	TheGambia	L4	L4.3.4.1	05-08-2014	G702175/05-08-2014/1
G702176	TheGambia	L4	L4.3.4.2	13-01-2014	G702176/13-01-2014/1
G702177	TheGambia	mixed	L5.1.5;L6.1.1	08-08-2012	G702177/08-08-2012/1
G702178	TheGambia	L5	L5.1.3	21-05-2013	G702178/21-05-2013/1
G702180	TheGambia	L5	L5.1.2	27-08-2014	G702180/27-08-2014/1
G702181	TheGambia	L6	L6.1.3	05-06-2014	G702181/05-06-2014/1
G702182	TheGambia	L6	L6.1.1	29-12-2011	G702182/29-12-2011/1
G702183	TheGambia	L6	L6.1.3	09-05-2012	G702183/09-05-2012/1
G702184	TheGambia	L6	L6.1.3	21-08-2012	G702184/21-08-2012/1
G702185	TheGambia	L6	L6.3.1	30-07-2012	G702185/30-07-2012/1
G702186	TheGambia	L6	L6.1.3	21-02-2012	G702186/21-02-2012/1
G702187	TheGambia	L6	L6.1.3	03-04-2012	G702187/03-04-2012/1
G702188	TheGambia	L6	L6.1.3	28-09-2012	G702188/28-09-2012/1
G702189	TheGambia	L6	L6.1.3	27-01-2012	G702189/27-01-2012/1
G702190	TheGambia	L6	L6.1.3	19-03-2012	G702190/19-03-2012/1
G702191	TheGambia	L6	L6.1.3	13-04-2012	G702191/13-04-2012/1
G702192	TheGambia	L6	L6.3.1	04-05-2012	G702192/04-05-2012/1
G702196	TheGambia	L6	L6.1.3	10-09-2012	G702196/10-09-2012/1
G702197	TheGambia	L6	L6.1.3	18-09-2012	G702197/18-09-2012/1
G702198	TheGambia	L6	L6.1.2	05-11-2012	G702198/05-11-2012/1
G702199	TheGambia	L6	L6.1.3	07-12-2012	G702199/07-12-2012/1
G702200	TheGambia	L6	L6.3.1	26-01-2012	G702200/26-01-2012/1
G702201	TheGambia	L6	L6.1.2	20-06-2012	G702201/20-06-2012/1
G702204	TheGambia	L6	L6.3.1	23-01-2012	G702204/23-01-2012/1
G702205	TheGambia	L6	L6.1.1	24-01-2012	G702205/24-01-2012/1
G702207	TheGambia	L6	L6.1.3	28-02-2012	G702207/28-02-2012/1
G702209	TheGambia	L6	L6.1.1	15-05-2012	G702209/15-05-2012/1
G702210	TheGambia	L6	L6.1.1	21-05-2012	G702210/21-05-2012/1
G702211	TheGambia	L6	L6.1.2	18-06-2012	G702211/18-06-2012/1
G702212	TheGambia	L6	L6.1.3	10-07-2012	G702212/10-07-2012/1
G702213	TheGambia	L6	L6.1.3	18-07-2012	G702213/18-07-2012/1
G702214	TheGambia	L6	L6.1.3	25-07-2012	G702214/25-07-2012/1
G702215	TheGambia	L6	L6.1.1	31-08-2012	G702215/31-08-2012/1
G702216	TheGambia	L6	L6.1.1	15-10-2012	G702216/15-10-2012/1
G702218	TheGambia	L6	L6.3.1	05-11-2012	G702218/05-11-2012/1
G702219	TheGambia	L6	L6.1.2	06-12-2012	G702219/06-12-2012/1
G702220	TheGambia	L6	L6.1.3	04-10-2012	G702220/04-10-2012/1
G702221	TheGambia	L6	L6.3.1	17-10-2012	G702221/17-10-2012/1
G702222	TheGambia	L6	L6	26-01-2012	G702222/26-01-2012/1
G702223	TheGambia	L6	L6.2.3	05-06-2012	G702223/05-06-2012/1
G702224	TheGambia	L6	L6.1.1	12-06-2012	G702224/12-06-2012/1
G702225	TheGambia	L6	L6.1.1	05-07-2012	G702225/05-07-2012/1
G702226	TheGambia	L6	L6.1.3	11-09-2012	G702226/11-09-2012/1
G702227	TheGambia	L6	L6.3.1	20-09-2012	G702227/20-09-2012/1
G702228	TheGambia	L6	L6.2.3	29-11-2012	G702228/29-11-2012/1
G702229	TheGambia	L6	L6.2.3	06-12-2012	G702229/06-12-2012/1
G702231	TheGambia	L6	L6.1.3	16-07-2012	G702231/16-07-2012/1
G702232	TheGambia	L6	L6.1.1	05-09-2012	G702232/05-09-2012/1
G702233	TheGambia	L6	L6.3.1	08-10-2012	G702233/08-10-2012/1
G702234	TheGambia	L6	L6.1.3	03-10-2014	G702234/03-10-2014/1
G702235	TheGambia	L6	L6.1.3	06-12-2012	G702235/06-12-2012/1
G702236	TheGambia	L6	L6.1.2	30-01-2012	G702236/30-01-2012/1
G702237	TheGambia	L6	L6.1.2	03-02-2012	G702237/03-02-2012/1
G702239	TheGambia	L6	L6.1.1	19-03-2012	G702239/19-03-2012/1
G702240	TheGambia	L6	L6.1.3	23-04-2012	G702240/23-04-2012/1
G702241	TheGambia	L6	L6.1.1	30-04-2012	G702241/30-04-2012/1
G702242	TheGambia	L6	L6.1.3	07-06-2012	G702242/07-06-2012/1
G702243	TheGambia	L6	L6.1.1	26-06-2012	G702243/26-06-2012/1
G702244	TheGambia	L6	L6.1.3	11-07-2012	G702244/11-07-2012/1
G702245	TheGambia	L6	L6.1.1	26-07-2012	G702245/26-07-2012/1
G702246	TheGambia	L6	L6.3.1	08-08-2012	G702246/08-08-2012/1
G702247	TheGambia	L6	L6.1.3	28-08-2012	G702247/28-08-2012/1
G702248	TheGambia	L6	L6.1.3	06-09-2012	G702248/06-09-2012/1
G702249	TheGambia	L6	L6.1.3	16-10-2012	G702249/16-10-2012/1
G702250	TheGambia	L6	L6.1.3	25-10-2012	G702250/25-10-2012/1
G702251	TheGambia	L6	L6.1.1	22-11-2012	G702251/22-11-2012/1
G702252	TheGambia	L6	L6.1.3	19-12-2012	G702252/19-12-2012/1
G702253	TheGambia	L6	L6.2.3	21-12-2012	G702253/21-12-2012/1
G702255	TheGambia	L6	L6.1.3	02-07-2012	G702255/02-07-2012/1
G702256	TheGambia	L6	L6.1.2	03-09-2012	G702256/03-09-2012/1
G702258	TheGambia	L6	L6.3.1	23-02-2012	G702258/23-02-2012/1
G702259	TheGambia	L6	L6.3.2	01-03-2012	G702259/01-03-2012/1
G702260	TheGambia	L6	L6.1.1	13-08-2012	G702260/13-08-2012/1
G702261	TheGambia	L6	L6.3.1	15-11-2012	G702261/15-11-2012/1
G702262	TheGambia	L6	L6.1.3	08-10-2012	G702262/08-10-2012/1
G702263	TheGambia	mixed	L4.1.2.1;L6.1.3	23-10-2012	G702263/23-10-2012/1
G702264	TheGambia	L6	L6.1.3	15-11-2012	G702264/15-11-2012/1
G702265	TheGambia	L6	L6.1.3	20-12-2012	G702265/20-12-2012/1
